"","participant_id","structure_condition","load_condition","method","statistic","N","mean","sd","p.value","p.approx","is.unique.max","alternative","z_score","time"
"22","22","partial","no load","pearson",0.542680953969316,36,-0.0106727254280632,0.162925862653964,0.000999000999000999,0.000341451618651857,TRUE,"greater",3.39635261329038,"output"
"23","23","partial","load","pearson",0.376345458867695,36,0.00183991113224207,0.186083122456976,0.024975024975025,0.022079875506386,FALSE,"greater",2.01257127884901,"output"
"24","24","unstructured","load","pearson",-0.144004608221196,36,0.014688470038562,0.17058109206145,0.75024975024975,0.823894369170217,FALSE,"greater",-0.930308724970472,"output"
"25","25","unstructured","load","pearson",0.546663570766014,36,-0.00655996284919217,0.186449063605974,0.002997002997003,0.00150284008261041,FALSE,"greater",2.96715640677253,"output"
"26","26","partial","load","pearson",0.0000000000000000021927487040679,36,-0.00268607133106359,0.182187850692591,0.493506493506494,0.494118440950917,FALSE,"greater",0.0147434163192136,"output"
"27","27","structured","no load","pearson",0.754731908139941,36,0.00114048377230036,0.175128972694149,0.000999000999000999,0.00000842255466321478,TRUE,"greater",4.30306540816485,"output"
"28","28","unstructured","no load","pearson",0.419079038062475,36,-0.00122730289718296,0.171907648217004,0.002997002997003,0.0072435251995219,FALSE,"greater",2.44495428399493,"output"
"29","29","partial","load","pearson",0.646846227353151,36,-0.00168180019111819,0.182156471593307,0.001998001998002,0.000185229843076133,FALSE,"greater",3.56027991688492,"output"
"30","30","unstructured","load","pearson",0.631602130576232,36,-0.00376023594017478,0.186611105850443,0.001998001998002,0.000331134926408546,FALSE,"greater",3.40474037502146,"output"
"31","31","partial","load","pearson",-0.167038276195265,36,0.00898665925930527,0.173802358197673,0.808191808191808,0.844419273106222,FALSE,"greater",-1.0127879579998,"output"
"32","32","structured","load","pearson",0.909068681657585,36,-0.00555930463013677,0.187410775671939,0.000999000999000999,0.000000529520081384102,TRUE,"greater",4.88033829969719,"output"
"33","33","partial","no load","pearson",0.626219806506709,36,0.000710844104683291,0.172266334530448,0.000999000999000999,0.000141131153117822,TRUE,"greater",3.63105747914702,"output"
"34","34","partial","no load","pearson",0.248451997499977,36,-0.0020869967789998,0.181649503773706,0.211788211788212,0.0839097628689918,FALSE,"greater",1.37924403355977,"output"
"35","35","partial","no load","pearson",0.822885023345791,36,0.0150752536276949,0.204496673107039,0.003996003996004,0.0000390373654103134,FALSE,"greater",3.95023428716255,"output"
"36","36","partial","load","pearson",0.525923706140778,36,0.00186096080634429,0.187919935102526,0.00899100899100899,0.00264554998951279,FALSE,"greater",2.7887554614603,"output"
"37","37","structured","no load","pearson",0.552157630374233,36,0.00316570374747893,0.185979171438224,0.001998001998002,0.00157912568008129,FALSE,"greater",2.9519000562335,"output"
"38","38","partial","no load","pearson",0.587746787845546,36,-0.000723380661963748,0.194960965626164,0.000999000999000999,0.00127056647650665,TRUE,"greater",3.01839994799727,"output"
"39","39","unstructured","no load","pearson",0.499662127828595,36,0.00787152455564456,0.187280063986605,0.00699300699300699,0.00432020471868296,FALSE,"greater",2.62596345176455,"output"
"40","40","structured","load","pearson",0.904534033733291,36,-0.00448916890815781,0.186590487898057,0.000999000999000999,0.000000553055500104669,TRUE,"greater",4.87175532301567,"output"
"41","41","partial","load","pearson",0.703554546744202,36,0.00115695636575713,0.190330106475887,0.000999000999000999,0.000111943066255456,TRUE,"greater",3.69041768212025,"output"
"42","42","structured","no load","pearson",0.27237403503298,36,0.00708172491085749,0.15931259370668,0.050949050949051,0.0479333139544297,FALSE,"greater",1.66523125353522,"output"
"43","43","partial","no load","pearson",0.372793073602175,36,-0.00472204559896088,0.151714853073427,0.004995004995005,0.00641740758738425,FALSE,"greater",2.48832010547066,"output"
"44","44","structured","load","pearson",0.343807082086264,36,0.00605100464471825,0.137268890086348,0.00599400599400599,0.00693633737433996,FALSE,"greater",2.46054351593492,"output"
"45","45","unstructured","load","pearson",0.377590065316532,36,0.00292632300620312,0.172231456376745,0.02997002997003,0.0148019396645378,FALSE,"greater",2.17535025361903,"output"
"46","46","structured","no load","pearson",0.838548160233883,36,-0.00115094845522298,0.201922309475821,0.001998001998002,0.0000160154116354117,FALSE,"greater",4.15852567687502,"output"
"47","48","structured","load","pearson",0.0923623607710619,36,-0.00326347008057752,0.1670547947856,0.315684315684316,0.283518075480799,FALSE,"greater",0.572421946789175,"output"
"48","49","partial","no load","pearson",0.304892269383126,36,-0.0123129570327801,0.186205242714636,0.038961038961039,0.0442349617517008,FALSE,"greater",1.7035246794959,"output"
"49","50","partial","no load","pearson",0.379304776764981,36,-0.0116039165039953,0.16570406022147,0.004995004995005,0.00916021862670799,FALSE,"greater",2.35907733791502,"output"
"50","51","partial","load","pearson",0.165324768851626,36,0.00565110118983741,0.18141097733118,0.264735264735265,0.189381868057654,FALSE,"greater",0.880176437009608,"output"
"51","52","structured","no load","pearson",0.461934885437156,36,0.00337567800896383,0.162753120476043,0.004995004995005,0.00241984968201868,FALSE,"greater",2.81751407338265,"output"
"52","53","structured","no load","pearson",0.835079011916177,36,-0.0063397835190371,0.1901450125323,0.000999000999000999,0.00000481892982601882,TRUE,"greater",4.425142601583,"output"
"53","54","partial","load","pearson",0.277481887190193,36,-0.00160322868154334,0.182953453815009,0.0829170829170829,0.0635742858804418,FALSE,"greater",1.52544327561003,"output"
"54","55","partial","load","pearson",-0.104361435309303,36,0.00301157284749702,0.152027988423509,0.737262737262737,0.759990287527645,FALSE,"greater",-0.706271320631353,"output"
"55","56","partial","load","pearson",0.0275868629534123,36,0.00998644438913524,0.194013165491104,0.422577422577423,0.463858472644422,FALSE,"greater",0.0907176506281171,"output"
"56","57","partial","no load","pearson",0.548739684764723,36,0.00920663248883035,0.181290705364202,0.003996003996004,0.00145986145994149,FALSE,"greater",2.97606571275678,"output"
"57","58","structured","no load","pearson",0.522232967867094,36,0.00440996728421101,0.186917225424174,0.004995004995005,0.00279994845720396,FALSE,"greater",2.77033322856029,"output"
"58","59","unstructured","load","pearson",0.00000000000000000698212730600796,36,-0.0109287822400302,0.181960889297629,0.471528471528472,0.47605346162255,FALSE,"greater",0.0600611608473417,"output"
"59","60","partial","load","pearson",0.215365246126974,36,-0.00235466002432158,0.182733931640082,0.131868131868132,0.11673680876808,FALSE,"greater",1.19145855505437,"output"
"60","61","unstructured","load","pearson",0.0871336277487481,36,0.00233141328300704,0.164223890445535,0.305694305694306,0.302793916425475,FALSE,"greater",0.516381716665431,"output"
"61","62","partial","no load","pearson",0.643175880825155,36,-0.00350823207722812,0.187157282415571,0.000999000999000999,0.000274842840396022,TRUE,"greater",3.45529762217033,"output"
"62","63","structured","load","pearson",0.754731908139941,36,-0.00325373311509219,0.173610224728797,0.000999000999000999,0.00000632655698794156,TRUE,"greater",4.36601958461323,"output"
"63","64","unstructured","no load","pearson",0.514739997432942,36,-0.00106268902695833,0.19420662176773,0.002997002997003,0.00395429054941402,FALSE,"greater",2.65594798861594,"output"
"64","65","unstructured","no load","pearson",0.472455591261534,36,0.00299221874465638,0.18528876429024,0.00599400599400599,0.00564350631754066,FALSE,"greater",2.53368505270779,"output"
"65","66","structured","load","pearson",0.137940146961511,36,0.0123226531285616,0.188781746041686,0.423576423576424,0.252893752060879,FALSE,"greater",0.665411229988364,"output"
"66","68","partial","load","pearson",-0.135475671701995,36,-0.00320215224022898,0.164126788219886,0.787212787212787,0.789856315855784,FALSE,"greater",-0.805922792350966,"output"
"67","69","structured","no load","pearson",0.17893868407763,36,0.000325343061959326,0.190135267663796,0.184815184815185,0.173762341331663,FALSE,"greater",0.939401423051615,"output"
"68","70","unstructured","no load","pearson",0.656609616717841,36,-0.00246628977986701,0.195347969545917,0.003996003996004,0.00037061574672734,FALSE,"greater",3.37385593528164,"output"
"69","72","structured","no load","pearson",0.816496580927726,36,0.0038783587594067,0.185681903900468,0.000999000999000999,0.00000603278461756922,TRUE,"greater",4.37639966576339,"output"
"70","73","structured","no load","pearson",0.200643088476282,36,0.0040529903872209,0.18520171837238,0.18981018981019,0.144233237713525,FALSE,"greater",1.06149176053422,"output"
"71","75","unstructured","no load","pearson",0.574704893215391,36,-0.00267068744494211,0.177578477947402,0.000999000999000999,0.000574225891532182,TRUE,"greater",3.25138264126439,"output"
"72","76","unstructured","no load","pearson",0.554700196225229,36,-0.00542373525198002,0.187115587304326,0.000999000999000999,0.00137914644386351,TRUE,"greater",2.99346483928257,"output"
"73","77","unstructured","no load","pearson",0.542456401818735,36,-0.00685044941725374,0.184440551777814,0.002997002997003,0.00144957972081716,FALSE,"greater",2.97823253043459,"output"
"74","78","partial","load","pearson",0.353553390593274,36,0.00214657415717345,0.191768485589605,0.010989010989011,0.0334419480514555,FALSE,"greater",1.83245341566773,"output"
"75","79","unstructured","load","pearson",0.101245096059424,36,0.003104849612489,0.160402846098784,0.304695304695305,0.270323112301825,FALSE,"greater",0.611836066714774,"output"
"76","80","partial","no load","pearson",0.544331053951817,36,-0.0118845613446147,0.180712053130272,0.00699300699300699,0.00104228582710818,FALSE,"greater",3.07791099520887,"output"
"77","81","partial","load","pearson",0.0324956336925641,36,0.00256715506171257,0.198404504616182,0.467532467532468,0.440048693307784,FALSE,"greater",0.150845761736856,"output"
"78","82","unstructured","no load","pearson",0.554042113900904,36,-0.000966022147314396,0.190460231337977,0.00999000999000999,0.00178393883720574,FALSE,"greater",2.91403686821813,"output"
"79","83","partial","load","pearson",-0.257913271418867,36,-0.00252483518336364,0.182593533405647,0.915084915084915,0.919044296173221,FALSE,"greater",-1.39867185585447,"output"
"80","84","partial","no load","pearson",0.469208435317391,36,0.00744477384036927,0.171002687179883,0.003996003996004,0.00346353793588571,FALSE,"greater",2.70032985499975,"output"
"81","85","unstructured","no load","pearson",0.334944946274225,36,0.00543950592749342,0.176640191160414,0.044955044955045,0.0310623505081096,FALSE,"greater",1.86540468611412,"output"
"82","86","partial","no load","pearson",0.590560843432308,36,-0.00994110753111052,0.182932338157256,0.000999000999000999,0.00051419015329195,TRUE,"greater",3.28264514088921,"output"
"83","87","unstructured","no load","pearson",0.522139352563327,36,-0.00257053219723484,0.193222420136901,0.004995004995005,0.0033080440423164,FALSE,"greater",2.71557454041201,"output"
"84","88","structured","load","pearson",0.108491280363747,36,-0.0090822700418794,0.181896448899118,0.285714285714286,0.25901784831781,FALSE,"greater",0.646376282314527,"output"
"85","89","structured","no load","pearson",0.904534033733291,36,-0.0162816126071992,0.187520698850409,0.000999000999000999,0.000000454280905963663,TRUE,"greater",4.91047469418324,"output"
"86","90","partial","no load","pearson",0.79709050180035,36,0.00175685253458036,0.192789300584596,0.000999000999000999,0.0000185042693625938,TRUE,"greater",4.12540346821155,"output"
"87","91","structured","load","pearson",-0.156009430188346,36,-0.00362866378364004,0.16287023734929,0.81018981018981,0.825259420252271,FALSE,"greater",-0.935596146261584,"output"
"88","92","structured","load","pearson",0.346988959179744,36,-0.00260241719384808,0.186513302370434,0.027972027972028,0.0304410380363339,FALSE,"greater",1.87435090114521,"output"
"89","93","unstructured","load","pearson",0.473828210395689,36,0.0115749462825233,0.1857499494161,0.00799200799200799,0.00641275243057341,FALSE,"greater",2.48857814263878,"output"
"90","94","structured","load","pearson",-0.0107950516030001,36,-0.00525719013066104,0.155311805196219,0.500499500499501,0.514221836069525,FALSE,"greater",-0.0356564104405495,"output"
"91","95","partial","load","pearson",0.617783117224416,36,0.00323918715517667,0.195199596218396,0.002997002997003,0.0008211578732048,FALSE,"greater",3.14828484266775,"output"
"92","96","structured","load","pearson",-0.0663723311599972,36,-0.00491155250583979,0.0662234742681087,1,0.823317341899031,FALSE,"greater",-0.928081459533982,"output"
"93","97","unstructured","load","pearson",0.559454238864459,36,-0.00254551678683329,0.182795674310134,0.004995004995005,0.00105438582631697,FALSE,"greater",3.07446966550093,"output"
"94","98","unstructured","no load","pearson",0.0454597638169362,36,0.00521271958434201,0.177241572663545,0.462537462537463,0.410182900088635,FALSE,"greater",0.227074515463675,"output"
"95","99","partial","load","pearson",0.352825164504771,36,-0.00663952809568069,0.1908437852347,0.024975024975025,0.0298126228164314,FALSE,"greater",1.88355461593041,"output"
"96","100","unstructured","no load","pearson",0.357676828422088,36,-0.00504955522478243,0.189273356341258,0.033966033966034,0.0276561181392531,FALSE,"greater",1.91641544620194,"output"
"97","101","structured","load","pearson",0.904534033733291,36,0.000402015126103685,0.195923832683287,0.000999000999000999,0.00000196820601616107,TRUE,"greater",4.61471177969821,"output"
"98","102","unstructured","no load","pearson",0.429470691922025,36,0.00329260863806886,0.173441550174662,0.004995004995005,0.00700151561705211,FALSE,"greater",2.45718562163899,"output"
"99","103","partial","no load","pearson",0.451822920116172,36,-0.00170333242450875,0.179303903933368,0.002997002997003,0.00571334419824468,FALSE,"greater",2.52937187976241,"output"
"100","104","unstructured","no load","pearson",-0.0231186838630488,36,-0.00168766392200256,0.144347729641754,0.54045954045954,0.559013284152998,FALSE,"greater",-0.14846800842822,"output"
"101","105","partial","load","pearson",-0.200163465495208,36,0.00397467452911914,0.179813708955206,0.888111888111888,0.871870096461623,FALSE,"greater",-1.13527573181409,"output"
"102","106","unstructured","no load","pearson",0.573775310549247,36,0.00711481385081066,0.186164679089282,0.002997002997003,0.00116779240722035,FALSE,"greater",3.04386685740035,"output"
"103","107","unstructured","load","pearson",0.573453910494092,36,-0.000278977578078206,0.19175959103389,0.00599400599400599,0.00138606086865835,FALSE,"greater",2.99193842132659,"output"
"104","108","unstructured","load","pearson",0.0375293312520401,36,0.00472869573775705,0.133230324376314,0.417582417582418,0.402765655132601,FALSE,"greater",0.246194968509094,"output"
"105","109","unstructured","load","pearson",0.556595541634713,36,0.00866483870220526,0.18896102945246,0.003996003996004,0.00186758704184882,FALSE,"greater",2.89970214768734,"output"
"106","110","structured","load","pearson",-0.182831685835406,36,-0.00397354197215616,0.171755548809251,0.809190809190809,0.851144109979365,FALSE,"greater",-1.04135292922552,"output"
"107","111","structured","no load","pearson",0.816496580927726,36,-0.00938971068066885,0.179271905757628,0.000999000999000999,0.00000204366167849799,TRUE,"greater",4.60689190600215,"output"
"108","113","structured","load","pearson",0.19645173997292,36,0.00226675084584138,0.182356701159827,0.186813186813187,0.143468859557397,FALSE,"greater",1.06486346754477,"output"
"109","114","structured","no load","pearson",0.160633291191687,36,0.00917904521095352,0.163329397796766,0.274725274725275,0.176887152381021,FALSE,"greater",0.927293237003116,"output"
"110","115","unstructured","no load","pearson",0.597094413916622,36,-0.00154370750915029,0.195365565229275,0.002997002997003,0.00109128422935606,FALSE,"greater",3.06419465847643,"output"
"111","116","partial","no load","pearson",0.77488968860859,36,-0.0017856153694024,0.180851203429982,0.000999000999000999,0.00000875223386190528,TRUE,"greater",4.29455424817612,"output"
"112","117","partial","no load","pearson",0.536616809544417,36,-0.00561327501864038,0.15729597800058,0.000999000999000999,0.000283218618584646,TRUE,"greater",3.44719611687121,"output"
"113","118","partial","no load","pearson",0.379762173867849,36,-0.00790595798324885,0.183382253726613,0.011988011988012,0.0172580883592396,FALSE,"greater",2.11398935269404,"output"
"114","119","unstructured","no load","pearson",0.26400318010298,36,-0.00333792686214297,0.179908805422446,0.0849150849150849,0.0686420436659522,FALSE,"greater",1.48598122441743,"output"
"115","120","structured","no load","pearson",0.904534033733291,36,-0.00120604537831105,0.196584577792214,0.000999000999000999,0.00000203886062538606,TRUE,"greater",4.60738115514306,"output"
"116","121","structured","load","pearson",0.754731908139941,36,-0.00664164079163148,0.171955167267559,0.000999000999000999,0.00000476117981083727,TRUE,"greater",4.4277445163767,"output"
"117","122","partial","no load","pearson",0.302176688552518,36,0.000960142058787839,0.171665290091835,0.034965034965035,0.0396575801344863,FALSE,"greater",1.7546735646594,"output"
"118","124","partial","no load","pearson",-0.0826282225867693,36,0.00361824637853643,0.163742254673868,0.728271728271728,0.700806292726148,FALSE,"greater",-0.526720907422987,"output"
"119","125","unstructured","no load","pearson",0.528270543795374,36,-0.000322831998986062,0.185798456091336,0.001998001998002,0.00222069241548139,FALSE,"greater",2.84498260596154,"output"
"120","126","partial","no load","pearson",0.667438374922596,36,-0.00299012391965323,0.16848510233878,0.000999000999000999,0.0000345801816186091,TRUE,"greater",3.97915595821754,"output"
"121","127","structured","no load","pearson",0.105555962793852,36,0.00316667888381556,0.160597414958184,0.32967032967033,0.261882511186739,FALSE,"greater",0.637552503175075,"output"
"122","128","partial","load","pearson",-0.12148668571594,36,-0.00463593192692028,0.177021327068682,0.724275724275724,0.745403314317122,FALSE,"greater",-0.660094214205522,"output"
"123","129","unstructured","load","pearson",0.23873587634214,36,0.00141071199656719,0.183093664908177,0.143856143856144,0.0974540887418321,FALSE,"greater",1.29619538974543,"output"
"124","130","unstructured","no load","pearson",0.365012125904237,36,0.00776745803924217,0.175199107102754,0.012987012987013,0.0207211152120891,FALSE,"greater",2.03907813100595,"output"
"125","131","unstructured","load","pearson",0.388514344942906,36,-0.00501831028884587,0.184377831944016,0.037962037962038,0.0164057775344611,FALSE,"greater",2.1343816178034,"output"
"126","132","unstructured","no load","pearson",0.0838591009044379,36,-0.0051321769753516,0.170876919347608,0.275724275724276,0.301255949846477,FALSE,"greater",0.520791679880173,"output"
"127","133","structured","no load","pearson",0.838548160233883,36,-0.00220324418571256,0.19604925713614,0.000999000999000999,0.00000899539497968604,TRUE,"greater",4.28847023804718,"output"
"128","134","structured","no load","pearson",0.816496580927726,36,0.00401444152289465,0.184778319308694,0.001998001998002,0.00000548624399413296,FALSE,"greater",4.39706423591548,"output"
"129","135","structured","load","pearson",0.609425284144605,36,0.00506785236288671,0.196378006719615,0.003996003996004,0.0010436507943996,FALSE,"greater",3.07752096009717,"output"
"130","136","structured","no load","pearson",0.838548160233883,36,0.000460379382089191,0.189451464109693,0.000999000999000999,0.00000484989190089678,TRUE,"greater",4.42375985210934,"output"
"131","137","structured","load","pearson",-0.0105598328281873,36,0.00261461460825919,0.163353451218502,0.528471528471528,0.532139828825476,FALSE,"greater",-0.080649948551282,"output"
"132","138","partial","no load","pearson",0.493301132782566,36,-0.000801614340771669,0.182688088487777,0.00899100899100899,0.00341907819339079,FALSE,"greater",2.70462486751782,"output"
"133","139","partial","no load","pearson",0.609088209315016,36,0.00136149129141004,0.185388359428847,0.000999000999000999,0.000522490531645161,TRUE,"greater",3.27812770929048,"output"
"134","141","structured","load","pearson",0.555555555555555,36,0.000666666666666666,0.192288330281524,0.011988011988012,0.0019526419826543,FALSE,"greater",2.8857127631016,"output"
"135","142","partial","load","pearson",0.429063935289892,36,0.0000990147542976678,0.158217091733245,0.000999000999000999,0.0033515780419785,TRUE,"greater",2.71124260872417,"output"
"136","143","structured","no load","pearson",0.153345437052214,36,0.00492622216530239,0.161469201955555,0.224775224775225,0.17900078995684,FALSE,"greater",0.919179714084209,"output"
"137","144","partial","no load","pearson",0.325276121893256,36,-0.0070205429641961,0.183727949660102,0.0639360639360639,0.0352539209007225,FALSE,"greater",1.80863426317119,"output"
"138","145","unstructured","load","pearson",0.0375146570261606,36,-0.00672762849335813,0.181171783354172,0.444555444555445,0.403537672804409,FALSE,"greater",0.244200750803615,"output"
"139","146","structured","no load","pearson",0.754731908139941,36,0.00650746623018438,0.182256170887557,0.000999000999000999,0.0000201856039596597,TRUE,"greater",4.10534490144299,"output"
"140","147","structured","load","pearson",0.674119284016383,36,0.000276561757545183,0.180876303041238,0.001998001998002,0.0000974897471998603,FALSE,"greater",3.72543396193368,"output"
"141","148","structured","no load","pearson",0.904534033733291,36,0.00247909327763939,0.197120531886133,0.000999000999000999,0.00000236795073772086,TRUE,"greater",4.57615922514213,"output"
"142","149","partial","no load","pearson",0.102838675528659,36,0.00719870728700614,0.140113293954922,0.250749250749251,0.247432898618436,FALSE,"greater",0.682590249233756,"output"
"143","150","partial","load","pearson",-0.0586967270883749,36,-0.0000293483635441875,0.138912356887809,0.649350649350649,0.663609292077574,FALSE,"greater",-0.422333765254682,"output"
"144","152","unstructured","no load","pearson",0.525267314044426,36,-0.00108236901075821,0.186330704922082,0.001998001998002,0.00236539954406923,FALSE,"greater",2.82481453217969,"output"
"145","153","unstructured","no load","pearson",0.280827978150865,36,-0.00426858526789315,0.185049052061931,0.0859140859140859,0.0617005081686787,FALSE,"greater",1.54065400628664,"output"
"146","154","unstructured","load","pearson",0.393349213031887,36,0.00413871780668333,0.191068679283282,0.028971028971029,0.0208240781357632,FALSE,"greater",2.03701881797253,"output"
"147","155","partial","load","pearson",-0.148543977755577,36,0.00674389659010318,0.184112759677729,0.793206793206793,0.800508504534097,FALSE,"greater",-0.8434389589157,"output"
"148","156","structured","load","pearson",0.773791056262993,36,-0.0104139379655394,0.19950813207224,0.000999000999000999,0.0000423508825544482,TRUE,"greater",3.93069187748488,"output"
"149","157","partial","load","pearson",0.249487952893143,36,-0.00581160172621674,0.190931857045876,0.0989010989010989,0.0905910939618502,FALSE,"greater",1.33712392771635,"output"
"150","158","unstructured","load","pearson",0.465802570533403,36,0.00139740771160021,0.183078076764101,0.00999000999000999,0.00559592532808245,FALSE,"greater",2.53665087065666,"output"
"151","159","unstructured","load","pearson",0.0244555835600637,36,0.00898335102773004,0.176562848996229,0.468531468531469,0.465085310977074,FALSE,"greater",0.0876301703347804,"output"
"152","160","structured","load","pearson",0.904534033733291,36,0.00261309831967395,0.191967632977102,0.000999000999000999,0.00000131169941594788,TRUE,"greater",4.69829690258877,"output"
"153","1","unstructured","load","pearson",0.595580544384321,36,-0.000493896061196754,0.196116071840976,0.001998001998002,0.00118526443917184,FALSE,"greater",3.03939618436196,"input"
"154","2","unstructured","no load","pearson",0.530124757075649,36,-0.000321287731561,0.179574088623381,0.003996003996004,0.00156886762292057,FALSE,"greater",2.9539119417151,"input"
"155","3","unstructured","load","pearson",0.635448927844804,36,0.00492860387938165,0.186544583181155,0.000999000999000999,0.00036243174464094,TRUE,"greater",3.37999803164007,"input"
"156","4","structured","no load","pearson",0.904534033733291,36,-0.0014070529413629,0.188603259770029,0.001998001998002,0.000000779882520180007,FALSE,"greater",4.80342220902917,"input"
"157","5","structured","no load","pearson",0.904534033733291,36,-0.0000000000000000001132483050479,0.196473952244708,0.000999000999000999,0.00000207388659409252,TRUE,"greater",4.60383691272568,"input"
"158","6","partial","load","pearson",0.614367093710285,36,-0.010161963820289,0.179659426085725,0.001998001998002,0.000254302474886678,FALSE,"greater",3.47618308227579,"input"
"159","7","unstructured","no load","pearson",0.550995753200154,36,-0.00220398301280062,0.191163632353139,0.004995004995005,0.00190272232293066,FALSE,"greater",2.89385449210875,"input"
"160","8","structured","load","pearson",0.904534033733291,36,0.000603022689155527,0.18889324851614,0.000999000999000999,0.000000853207342113424,TRUE,"greater",4.7854066682902,"input"
"161","9","structured","load","pearson",0.816496580927726,36,0.00163299316185545,0.183417792296646,0.000999000999000999,0.00000444259702027633,TRUE,"greater",4.44266380901572,"input"
"162","10","structured","load","pearson",0.904534033733291,36,0.00703526470681448,0.19884947166291,0.000999000999000999,0.00000318895193627019,TRUE,"greater",4.51345815264683,"input"
"163","11","unstructured","load","pearson",0.573453910494092,36,-0.00681945190857839,0.189944551498351,0.002997002997003,0.00112544568173542,FALSE,"greater",3.05496187084738,"input"
"164","12","structured","load","pearson",0.838548160233883,36,-0.00164421207888997,0.187642162193832,0.000999000999000999,0.00000377379472888753,TRUE,"greater",4.47763105311515,"input"
"165","13","unstructured","no load","pearson",0.474772300796771,36,-0.0102812760310473,0.183251336987979,0.00699300699300699,0.00406130067334,FALSE,"greater",2.64693062981384,"input"
"166","14","structured","no load","pearson",0.838548160233883,36,0.0101941148891178,0.191254380724284,0.001998001998002,0.00000741616525837507,FALSE,"greater",4.33116377364937,"input"
"167","15","unstructured","no load","pearson",0.578268338176093,36,-0.00456973028217205,0.19139597688356,0.00699300699300699,0.00116264753121568,FALSE,"greater",3.04519498240472,"input"
"168","16","structured","no load","pearson",0.838548160233883,36,-0.00769491252920505,0.193899977872033,0.000999000999000999,0.00000637571108339337,TRUE,"greater",4.36432784598655,"input"
"169","17","partial","load","pearson",0.730987985088287,36,-0.00200227143741574,0.186421474346199,0.000999000999000999,0.0000421388804514029,TRUE,"greater",3.93189818445746,"input"
"170","18","unstructured","load","pearson",0.573453910494092,36,0.00939224512863296,0.189677488102313,0.004995004995005,0.0014707151637996,FALSE,"greater",2.97379341643961,"input"
